Plot_ID,EP_Plot_ID,Exploratory,Latitude,Longitude,VIP,MIP,Landuse,Soil_Type_German,Soil_Type_WRB,Main_Tree_Species
H30613,na,HAI,50.97,10.45,no,no,Grassland,nd,nd,nd
H30615,HEG40,HAI,50.97,10.45,no,yes,Grassland,Braunerde,Cambisol,na
H30616,na,HAI,50.97,10.45,no,no,Grassland,nd,nd,nd
H30617,na,HAI,50.97,10.45,no,no,Grassland,nd,nd,nd
H30511,na,HAI,50.99,10.37,no,no,Grassland,nd,nd,nd
H30512,na,HAI,50.99,10.37,no,no,Grassland,nd,nd,nd
H30513,na,HAI,50.99,10.37,no,no,Grassland,nd,nd,nd
H30514,na,HAI,50.99,10.37,no,no,Grassland,nd,nd,nd
H30515,na,HAI,50.99,10.37,no,no,Grassland,nd,nd,nd
H30517,na,HAI,50.99,10.39,no,no,Grassland,nd,nd,nd
H30518,na,HAI,50.99,10.39,no,no,Grassland,nd,nd,nd
H30409,HEG6,HAI,51.21,10.39,yes,yes,Grassland,Pseudogley,Stagnosol,na
H30410,na,HAI,51.22,10.39,no,no,Grassland,nd,nd,nd
H30411,na,HAI,51.22,10.39,no,no,Grassland,nd,nd,nd
H30412,na,HAI,51.22,10.4,no,no,Grassland,nd,nd,nd
H30416,na,HAI,51.22,10.41,no,no,Grassland,nd,nd,nd
H30417,HEG35,HAI,51.22,10.41,no,no,Grassland,Braunerde,Cambisol,na
H30419,na,HAI,51.22,10.41,no,no,Grassland,nd,nd,nd
H30421,na,HAI,51.22,10.41,no,no,Grassland,nd,nd,nd
H30422,na,HAI,51.23,10.42,no,no,Grassland,nd,nd,nd
H30423,na,HAI,51.23,10.42,no,no,Grassland,nd,nd,nd
H30424,na,HAI,51.22,10.42,no,no,Grassland,nd,nd,nd
H30425,na,HAI,51.22,10.42,no,no,Grassland,nd,nd,nd
H30426,na,HAI,51.23,10.42,no,no,Grassland,nd,nd,nd
H30427,na,HAI,51.22,10.43,no,no,Grassland,nd,nd,nd
H30428,na,HAI,51.22,10.43,no,no,Grassland,nd,nd,nd
H30429,na,HAI,51.23,10.43,no,no,Grassland,nd,nd,nd
H30430,na,HAI,51.23,10.43,no,no,Grassland,nd,nd,nd
H30431,na,HAI,51.22,10.43,no,no,Grassland,nd,nd,nd
H30434,na,HAI,51.23,10.43,no,no,Grassland,nd,nd,nd
H30435,na,HAI,51.23,10.43,no,no,Grassland,nd,nd,nd
H30436,na,HAI,51.23,10.43,no,no,Grassland,nd,nd,nd
H30437,na,HAI,51.23,10.43,no,no,Grassland,nd,nd,nd
H30438,na,HAI,51.23,10.43,no,no,Grassland,nd,nd,nd
H30439,na,HAI,51.23,10.43,no,no,Grassland,nd,nd,nd
H305,HEW45,HAI,51.36,10.26,no,yes,Forest,Parabraunerde,Luvisol,Bu
H30501,na,HAI,50.99,10.36,no,no,Grassland,nd,nd,nd
H30502,na,HAI,50.99,10.36,no,no,Grassland,nd,nd,nd
H30503,na,HAI,50.99,10.36,no,no,Grassland,nd,nd,nd
H30504,na,HAI,50.99,10.36,no,no,Grassland,nd,nd,nd
H30505,na,HAI,50.99,10.36,no,no,Grassland,nd,nd,nd
H30506,na,HAI,50.99,10.37,no,no,Grassland,nd,nd,nd
H30507,na,HAI,50.99,10.37,no,no,Grassland,nd,nd,nd
H30508,na,HAI,50.99,10.37,no,no,Grassland,nd,nd,nd
H30509,na,HAI,50.99,10.37,no,no,Grassland,nd,nd,nd
H30510,na,HAI,50.99,10.37,no,no,Grassland,nd,nd,nd
H30330,na,HAI,50.99,10.42,no,no,Grassland,nd,nd,nd
H304,HEW25,HAI,51.28,10.22,no,no,Forest,Parabraunerde,Luvisol,Bu
H30401,na,HAI,51.22,10.39,no,no,Grassland,nd,nd,nd
H30402,HEG34,HAI,51.21,10.39,no,no,Grassland,Braunerde,Cambisol,na
H30403,na,HAI,51.22,10.39,no,no,Grassland,nd,nd,nd
H30404,na,HAI,51.21,10.39,no,no,Grassland,nd,nd,nd
H30406,na,HAI,51.21,10.39,no,no,Grassland,nd,nd,nd
H30407,na,HAI,51.22,10.39,no,no,Grassland,nd,nd,nd
H30408,na,HAI,51.21,10.39,no,no,Grassland,nd,nd,nd
H30304,na,HAI,51,10.38,no,no,Grassland,nd,nd,nd
H30305,na,HAI,50.99,10.38,no,no,Grassland,nd,nd,nd
H30306,na,HAI,51,10.38,no,no,Grassland,nd,nd,nd
H30307,na,HAI,51,10.38,no,no,Grassland,nd,nd,nd
H30308,na,HAI,51,10.38,no,no,Grassland,nd,nd,nd
H30309,na,HAI,50.99,10.38,no,no,Grassland,nd,nd,nd
H30310,na,HAI,51,10.38,no,no,Grassland,nd,nd,nd
H30311,na,HAI,50.99,10.38,no,no,Grassland,nd,nd,nd
H30312,na,HAI,51,10.38,no,no,Grassland,nd,nd,nd
H30313,na,HAI,50.99,10.39,no,no,Grassland,nd,nd,nd
H30314,na,HAI,50.99,10.39,no,no,Grassland,nd,nd,nd
H30315,na,HAI,50.99,10.39,no,no,Grassland,nd,nd,nd
H30316,na,HAI,50.99,10.39,no,no,Grassland,nd,nd,nd
H30317,na,HAI,50.99,10.39,no,no,Grassland,nd,nd,nd
H30318,na,HAI,50.99,10.39,no,no,Grassland,nd,nd,nd
H30319,na,HAI,50.97,10.4,no,no,Grassland,nd,nd,nd
H30320,na,HAI,50.97,10.4,no,no,Grassland,nd,nd,nd
H30321,na,HAI,50.97,10.4,no,no,Grassland,nd,nd,nd
H30322,na,HAI,50.97,10.4,no,no,Grassland,nd,nd,nd
H30323,na,HAI,50.97,10.4,no,no,Grassland,nd,nd,nd
H30324,na,HAI,50.97,10.41,no,no,Grassland,nd,nd,nd
H30325,na,HAI,50.97,10.41,no,no,Grassland,nd,nd,nd
H30326,na,HAI,50.97,10.41,no,no,Grassland,nd,nd,nd
H30327,na,HAI,50.97,10.41,no,no,Grassland,nd,nd,nd
H30328,na,HAI,50.99,10.42,no,no,Grassland,nd,nd,nd
H30329,na,HAI,50.99,10.42,no,no,Grassland,nd,nd,nd
H30107,na,HAI,51.11,10.51,no,no,Grassland,nd,nd,nd
H30108,na,HAI,51.11,10.51,no,no,Grassland,nd,nd,nd
H302,HEW13,HAI,51.24,10.31,no,yes,Forest,Parabraunerde,Luvisol,Fi
H30201,na,HAI,51.22,10.37,no,no,Grassland,nd,nd,nd
H30202,na,HAI,51.22,10.37,no,no,Grassland,nd,nd,nd
H30203,na,HAI,51.22,10.37,no,no,Grassland,nd,nd,nd
H30204,na,HAI,51.22,10.37,no,no,Grassland,nd,nd,nd
H30205,HEG20,HAI,51.22,10.37,no,yes,Grassland,Pseudogley,Stagnosol,na
H30206,na,HAI,51.22,10.37,no,no,Grassland,nd,nd,nd
H30207,na,HAI,51.22,10.38,no,no,Grassland,nd,nd,nd
H30208,na,HAI,51.22,10.38,no,no,Grassland,nd,nd,nd
H30209,na,HAI,51.22,10.38,no,no,Grassland,nd,nd,nd
H30210,na,HAI,51.22,10.38,no,no,Grassland,nd,nd,nd
H30211,na,HAI,51.22,10.38,no,no,Grassland,nd,nd,nd
H30212,HEG9,HAI,51.22,10.38,yes,yes,Grassland,Pseudogley,Stagnosol,na
H30219,na,HAI,51.23,10.47,no,no,Grassland,nd,nd,nd
H30220,na,HAI,51.23,10.47,no,no,Grassland,nd,nd,nd
H30221,na,HAI,51.23,10.47,no,no,Grassland,nd,nd,nd
H30222,na,HAI,51.23,10.48,no,no,Grassland,nd,nd,nd
H30223,na,HAI,51.23,10.48,no,no,Grassland,nd,nd,nd
H30225,na,HAI,51.23,10.48,no,no,Grassland,nd,nd,nd
H303,HEW3,HAI,51.27,10.31,yes,yes,Forest,Parabraunerde,Luvisol,Fi
H30301,na,HAI,51,10.38,no,no,Grassland,nd,nd,nd
H30302,na,HAI,51,10.38,no,no,Grassland,nd,nd,nd
H30303,na,HAI,51,10.38,no,no,Grassland,nd,nd,nd
H300,HEW24,HAI,51.05,10.49,no,no,Forest,Parabraunerde,Luvisol,Bu
H301,HEW2,HAI,51.21,10.37,yes,yes,Forest,Pseudogley,Stagnosol,Fi
H30101,na,HAI,51.12,10.41,no,no,Grassland,nd,nd,nd
H30102,na,HAI,51.11,10.41,no,no,Grassland,nd,nd,nd
H30103,na,HAI,51.12,10.41,no,no,Grassland,nd,nd,nd
H30104,na,HAI,51.12,10.41,no,no,Grassland,nd,nd,nd
H30105,na,HAI,51.12,10.41,no,no,Grassland,nd,nd,nd
H30106,na,HAI,51.1,10.51,no,no,Grassland,nd,nd,nd
H270,na,HAI,51.19,10.31,no,no,Forest,nd,nd,nd
H271,na,HAI,51.19,10.32,no,no,Forest,nd,nd,nd
H272,na,HAI,51.19,10.32,no,no,Forest,nd,nd,nd
H273,na,HAI,51.19,10.32,no,no,Forest,nd,nd,nd
H274,HEW1,HAI,51.19,10.32,yes,yes,Forest,Pseudogley,Stagnosol,Fi
H275,na,HAI,51.19,10.32,no,no,Forest,nd,nd,nd
H276,na,HAI,51.19,10.32,no,no,Forest,nd,nd,nd
H277,na,HAI,51.19,10.32,no,no,Forest,nd,nd,nd
H278,na,HAI,51.19,10.32,no,no,Forest,nd,nd,nd
H279,na,HAI,51.19,10.33,no,no,Forest,nd,nd,nd
H28,na,HAI,51.2,10.32,no,no,Forest,nd,nd,nd
H280,na,HAI,51.19,10.32,no,no,Forest,nd,nd,nd
H281,na,HAI,51.19,10.32,no,no,Forest,nd,nd,nd
H2815,HEG26,HAI,51.28,10.37,no,yes,Grassland,Braunerde,Cambisol,na
H2818,HEG47,HAI,51.28,10.37,no,no,Grassland,Braunerde,Cambisol,na
H282,na,HAI,51.19,10.33,no,no,Forest,nd,nd,nd
H283,na,HAI,51.19,10.33,no,no,Forest,nd,nd,nd
H284,na,HAI,51.19,10.33,no,no,Forest,nd,nd,nd
H285,na,HAI,51.19,10.33,no,no,Forest,nd,nd,nd
H286,na,HAI,51.19,10.33,no,no,Forest,nd,nd,nd
H287,na,HAI,51.19,10.33,no,no,Forest,nd,nd,nd
H288,na,HAI,51.19,10.33,no,no,Forest,nd,nd,nd
H289,na,HAI,51.19,10.36,no,no,Forest,nd,nd,nd
H29,na,HAI,51.2,10.34,no,no,Forest,nd,nd,nd
H290,na,HAI,51.19,10.36,no,no,Forest,nd,nd,nd
H291,na,HAI,51.19,10.36,no,no,Forest,nd,nd,nd
H292,na,HAI,51.19,10.36,no,no,Forest,nd,nd,nd
H293,na,HAI,51.19,10.36,no,no,Forest,nd,nd,nd
H294,na,HAI,51.19,10.36,no,no,Forest,nd,nd,nd
H295,na,HAI,51.19,10.36,no,no,Forest,nd,nd,nd
H296,na,HAI,51.19,10.36,no,no,Forest,nd,nd,nd
H297,na,HAI,51.19,10.36,no,no,Forest,nd,nd,nd
H298,na,HAI,51.19,10.36,no,no,Forest,nd,nd,nd
H3,na,HAI,51.19,10.3,no,no,Forest,nd,nd,nd
H30,na,HAI,51.2,10.34,no,no,Forest,nd,nd,nd
H265,na,HAI,51.2,10.31,no,no,Forest,nd,nd,nd
H266,na,HAI,51.2,10.31,no,no,Forest,nd,nd,nd
H267,na,HAI,51.2,10.31,no,no,Forest,nd,nd,nd
H268,na,HAI,51.2,10.31,no,no,Forest,nd,nd,nd
H269,na,HAI,51.19,10.31,no,no,Forest,nd,nd,nd
H27,na,HAI,51.2,10.32,no,no,Forest,nd,nd,nd
H24,na,HAI,51.2,10.32,no,no,Forest,nd,nd,nd
H240,na,HAI,51.05,10.48,no,no,Forest,nd,nd,nd
H241,na,HAI,51.05,10.48,no,no,Forest,nd,nd,nd
H242,na,HAI,51.05,10.5,no,no,Forest,nd,nd,nd
H243,na,HAI,51.05,10.49,no,no,Forest,nd,nd,nd
H244,na,HAI,51.05,10.49,no,no,Forest,nd,nd,nd
H245,na,HAI,51.05,10.49,no,no,Forest,nd,nd,nd
H246,na,HAI,51.05,10.49,no,no,Forest,nd,nd,nd
H247,na,HAI,51.05,10.49,no,no,Forest,nd,nd,nd
H24761,HEG11,HAI,51.28,10.46,no,yes,Grassland,Pseudogley,Stagnosol,na
H248,na,HAI,51.05,10.49,no,no,Forest,nd,nd,nd
H249,na,HAI,51.05,10.49,no,no,Forest,nd,nd,nd
H25,na,HAI,51.19,10.32,no,no,Forest,nd,nd,nd
H250,na,HAI,51.05,10.49,no,no,Forest,nd,nd,nd
H251,na,HAI,51.05,10.49,no,no,Forest,nd,nd,nd
H252,na,HAI,51.05,10.49,no,no,Forest,nd,nd,nd
H253,na,HAI,51.05,10.49,no,no,Forest,nd,nd,nd
H254,na,HAI,51.05,10.49,no,no,Forest,nd,nd,nd
H255,na,HAI,51.05,10.5,no,no,Forest,nd,nd,nd
H256,na,HAI,51.05,10.5,no,no,Forest,nd,nd,nd
H257,na,HAI,51.05,10.5,no,no,Forest,nd,nd,nd
H258,na,HAI,51.05,10.5,no,no,Forest,nd,nd,nd
H259,na,HAI,51.05,10.5,no,no,Forest,nd,nd,nd
H26,na,HAI,51.2,10.32,no,no,Forest,nd,nd,nd
H260,na,HAI,51.05,10.49,no,no,Forest,nd,nd,nd
H261,na,HAI,51.05,10.49,no,no,Forest,nd,nd,nd
H262,na,HAI,51.05,10.5,no,no,Forest,nd,nd,nd
H263,na,HAI,51.19,10.29,no,no,Forest,nd,nd,nd
H264,na,HAI,51.2,10.31,no,no,Forest,nd,nd,nd
H222,na,HAI,51.06,10.47,no,no,Forest,nd,nd,nd
H223,na,HAI,51.06,10.47,no,no,Forest,nd,nd,nd
H224,na,HAI,51.04,10.47,no,no,Forest,nd,nd,nd
H225,na,HAI,51.05,10.47,no,no,Forest,nd,nd,nd
H226,na,HAI,51.05,10.47,no,no,Forest,nd,nd,nd
H227,na,HAI,51.05,10.47,no,no,Forest,nd,nd,nd
H22701,HEW12,HAI,51.1,10.46,yes,yes,Forest,Parabraunerde,Luvisol,Bu
H22709,HEW41,HAI,51.11,10.45,no,no,Forest,Parabraunerde,Luvisol,Bu
H228,na,HAI,51.06,10.47,no,no,Forest,nd,nd,nd
H229,na,HAI,51.06,10.47,no,no,Forest,nd,nd,nd
H23,na,HAI,51.2,10.32,no,no,Forest,nd,nd,nd
H230,na,HAI,51.05,10.47,no,no,Forest,nd,nd,nd
H231,na,HAI,51.05,10.47,no,no,Forest,nd,nd,nd
H232,na,HAI,51.06,10.47,no,no,Forest,nd,nd,nd
H233,na,HAI,51.05,10.47,no,no,Forest,nd,nd,nd
H234,na,HAI,51.05,10.47,no,no,Forest,nd,nd,nd
H235,na,HAI,51.05,10.47,no,no,Forest,nd,nd,nd
H236,na,HAI,51.05,10.48,no,no,Forest,nd,nd,nd
H237,na,HAI,51.05,10.48,no,no,Forest,nd,nd,nd
H238,HEW46,HAI,51.05,10.48,no,no,Forest,Parabraunerde,Luvisol,Bu
H23819,HEW42,HAI,51.1,10.46,no,no,Forest,Pseudogley,Stagnosol,Bu
H239,na,HAI,51.05,10.48,no,no,Forest,nd,nd,nd
H211,na,HAI,51.05,10.46,no,no,Forest,nd,nd,nd
H212,na,HAI,51.05,10.46,no,no,Forest,nd,nd,nd
H213,na,HAI,51.05,10.46,no,no,Forest,nd,nd,nd
H214,na,HAI,51.04,10.47,no,no,Forest,nd,nd,nd
H215,na,HAI,51.05,10.47,no,no,Forest,nd,nd,nd
H216,na,HAI,51.05,10.47,no,no,Forest,nd,nd,nd
H217,na,HAI,51.06,10.47,no,no,Forest,nd,nd,nd
H218,na,HAI,51.06,10.47,no,no,Forest,nd,nd,nd
H219,na,HAI,51.04,10.47,no,no,Forest,nd,nd,nd
H22,na,HAI,51.2,10.32,no,no,Forest,nd,nd,nd
H220,na,HAI,51.05,10.47,no,no,Forest,nd,nd,nd
H221,na,HAI,51.05,10.47,no,no,Forest,nd,nd,nd
H22151,HEG10,HAI,51.28,10.45,no,yes,Grassland,Pelosol,Vertisol,na
H20712,na,HAI,51.17,10.39,no,no,Grassland,nd,nd,nd
H208,na,HAI,51.12,10.37,no,no,Forest,nd,nd,nd
H20801,na,HAI,51.23,10.28,no,no,Grassland,nd,nd,nd
H20802,na,HAI,51.23,10.28,no,no,Grassland,nd,nd,nd
H20803,na,HAI,51.23,10.28,no,no,Grassland,nd,nd,nd
H20804,na,HAI,51.23,10.28,no,no,Grassland,nd,nd,nd
H20805,na,HAI,51.23,10.29,no,no,Grassland,nd,nd,nd
H20806,na,HAI,51.21,10.3,no,no,Grassland,nd,nd,nd
H20807,na,HAI,51.21,10.3,no,no,Grassland,nd,nd,nd
H20808,na,HAI,51.21,10.3,no,no,Grassland,nd,nd,nd
H20809,na,HAI,51.22,10.32,no,no,Grassland,nd,nd,nd
H20810,na,HAI,51.22,10.32,no,no,Grassland,nd,nd,nd
H20811,na,HAI,51.22,10.32,no,no,Grassland,nd,nd,nd
H20812,na,HAI,51.22,10.32,no,no,Grassland,nd,nd,nd
H20813,na,HAI,51.21,10.32,no,no,Grassland,nd,nd,nd
H20814,na,HAI,51.21,10.32,no,no,Grassland,nd,nd,nd
H20815,na,HAI,51.21,10.32,no,no,Grassland,nd,nd,nd
H20816,HEG5,HAI,51.22,10.32,yes,yes,Grassland,Pseudogley,Stagnosol,na
H20817,na,HAI,51.22,10.33,no,no,Grassland,nd,nd,nd
H20818,na,HAI,51.22,10.33,no,no,Grassland,nd,nd,nd
H20819,na,HAI,51.21,10.35,no,no,Grassland,nd,nd,nd
H20820,na,HAI,51.21,10.35,no,no,Grassland,nd,nd,nd
H20821,na,HAI,51.22,10.35,no,no,Grassland,nd,nd,nd
H20822,na,HAI,51.22,10.35,no,no,Grassland,nd,nd,nd
H20823,na,HAI,51.2,10.36,no,no,Grassland,nd,nd,nd
H20824,na,HAI,51.2,10.36,no,no,Grassland,nd,nd,nd
H20825,HEG30,HAI,51.2,10.36,no,yes,Grassland,Braunerde,Cambisol,na
H209,na,HAI,51.12,10.37,no,no,Forest,nd,nd,nd
H20901,na,HAI,51.15,10.39,no,no,Grassland,nd,nd,nd
H20902,na,HAI,51.14,10.39,no,no,Grassland,nd,nd,nd
H20903,na,HAI,51.14,10.39,no,no,Grassland,nd,nd,nd
H20904,na,HAI,51.14,10.39,no,no,Grassland,nd,nd,nd
H20905,na,HAI,51.15,10.39,no,no,Grassland,nd,nd,nd
H20906,na,HAI,51.14,10.39,no,no,Grassland,nd,nd,nd
H21,na,HAI,51.2,10.32,no,no,Forest,nd,nd,nd
H20709,na,HAI,51.17,10.39,no,no,Grassland,nd,nd,nd
H20710,na,HAI,51.17,10.39,no,no,Grassland,nd,nd,nd
H20711,na,HAI,51.17,10.39,no,no,Grassland,nd,nd,nd
H20610,na,HAI,51.08,10.48,no,no,Grassland,nd,nd,nd
H20611,na,HAI,51.08,10.48,no,no,Grassland,nd,nd,nd
H20612,na,HAI,51.08,10.48,no,no,Grassland,nd,nd,nd
H20613,na,HAI,51.07,10.5,no,no,Grassland,nd,nd,nd
H20614,na,HAI,51.07,10.5,no,no,Grassland,nd,nd,nd
H20615,na,HAI,51.07,10.5,no,no,Grassland,nd,nd,nd
H20616,na,HAI,51.07,10.5,no,no,Grassland,nd,nd,nd
H20617,na,HAI,51.11,10.48,no,no,Grassland,nd,nd,nd
H20618,na,HAI,51.11,10.48,no,no,Grassland,nd,nd,nd
H20619,na,HAI,51.11,10.48,no,no,Grassland,nd,nd,nd
H20620,na,HAI,51.11,10.49,no,no,Grassland,nd,nd,nd
H20621,na,HAI,51.11,10.49,no,no,Grassland,nd,nd,nd
H20622,na,HAI,51.11,10.49,no,no,Grassland,nd,nd,nd
H20623,na,HAI,51.1,10.5,no,no,Grassland,nd,nd,nd
H20624,na,HAI,51.1,10.5,no,no,Grassland,nd,nd,nd
H20625,na,HAI,51.1,10.5,no,no,Grassland,nd,nd,nd
H20626,na,HAI,51.1,10.5,no,no,Grassland,nd,nd,nd
H20627,na,HAI,51.1,10.5,no,no,Grassland,nd,nd,nd
H20628,na,HAI,51.1,10.5,no,no,Grassland,nd,nd,nd
H20629,na,HAI,51.1,10.5,no,no,Grassland,nd,nd,nd
H20630,na,HAI,51.1,10.5,no,no,Grassland,nd,nd,nd
H20631,na,HAI,51.1,10.5,no,no,Grassland,nd,nd,nd
H20632,na,HAI,51.1,10.5,no,no,Grassland,nd,nd,nd
H20633,na,HAI,51.1,10.52,no,no,Grassland,nd,nd,nd
H20634,na,HAI,51.09,10.53,no,no,Grassland,nd,nd,nd
H20635,na,HAI,51.1,10.53,no,no,Grassland,nd,nd,nd
H20637,na,HAI,51.09,10.53,no,no,Grassland,nd,nd,nd
H207,na,HAI,51.12,10.37,no,no,Forest,nd,nd,nd
H20701,na,HAI,51.17,10.38,no,no,Grassland,nd,nd,nd
H20703,na,HAI,51.17,10.38,no,no,Grassland,nd,nd,nd
H20706,na,HAI,51.17,10.38,no,no,Grassland,nd,nd,nd
H20707,na,HAI,51.17,10.38,no,no,Grassland,nd,nd,nd
H20536,na,HAI,51.27,10.5,no,no,Grassland,nd,nd,nd
H20537,HEG29,HAI,51.26,10.5,no,no,Grassland,Braunerde,Cambisol,na
H20538,na,HAI,51.27,10.5,no,no,Grassland,nd,nd,nd
H20539,na,HAI,51.26,10.5,no,no,Grassland,nd,nd,nd
H20540,na,HAI,51.27,10.5,no,no,Grassland,nd,nd,nd
H20541,na,HAI,51.26,10.5,no,no,Grassland,nd,nd,nd
H20542,na,HAI,51.27,10.5,no,no,Grassland,nd,nd,nd
H20543,na,HAI,51.27,10.5,no,no,Grassland,nd,nd,nd
H20544,na,HAI,51.27,10.51,no,no,Grassland,nd,nd,nd
H20545,na,HAI,51.27,10.51,no,no,Grassland,nd,nd,nd
H206,na,HAI,51.12,10.37,no,no,Forest,nd,nd,nd
H20601,na,HAI,51.07,10.47,no,no,Grassland,nd,nd,nd
H20602,na,HAI,51.07,10.47,no,no,Grassland,nd,nd,nd
H20603,na,HAI,51.07,10.47,no,no,Grassland,nd,nd,nd
H20605,na,HAI,51.07,10.47,no,no,Grassland,nd,nd,nd
H20606,HEG19,HAI,51.07,10.47,no,no,Grassland,Pseudogley,Stagnosol,na
H20607,na,HAI,51.08,10.48,no,no,Grassland,nd,nd,nd
H20608,na,HAI,51.08,10.48,no,no,Grassland,nd,nd,nd
H20609,na,HAI,51.08,10.48,no,no,Grassland,nd,nd,nd
H20520,na,HAI,51.13,10.45,no,no,Grassland,nd,nd,nd
H20521,na,HAI,51.14,10.41,no,no,Grassland,nd,nd,nd
H20522,na,HAI,51.14,10.42,no,no,Grassland,nd,nd,nd
H20523,na,HAI,51.14,10.42,no,no,Grassland,nd,nd,nd
H20524,na,HAI,51.14,10.42,no,no,Grassland,nd,nd,nd
H20525,na,HAI,51.14,10.42,no,no,Grassland,nd,nd,nd
H20526,na,HAI,51.14,10.42,no,no,Grassland,nd,nd,nd
H20527,na,HAI,51.29,10.51,no,no,Grassland,nd,nd,nd
H20528,na,HAI,51.29,10.52,no,no,Grassland,nd,nd,nd
H20529,na,HAI,51.28,10.52,no,no,Grassland,nd,nd,nd
H20530,na,HAI,51.28,10.52,no,no,Grassland,nd,nd,nd
H20531,na,HAI,51.28,10.53,no,no,Grassland,nd,nd,nd
H20532,na,HAI,51.28,10.53,no,no,Grassland,nd,nd,nd
H20533,na,HAI,51.26,10.5,no,no,Grassland,nd,nd,nd
H20534,na,HAI,51.26,10.5,no,no,Grassland,nd,nd,nd
H20535,HEG28,HAI,51.27,10.5,no,yes,Grassland,Braunerde,Cambisol,na
H20423,na,HAI,51.13,10.34,no,no,Grassland,nd,nd,nd
H20424,na,HAI,51.13,10.34,no,no,Grassland,nd,nd,nd
H20425,na,HAI,51.13,10.34,no,no,Grassland,nd,nd,nd
H20426,HEG23,HAI,51.13,10.34,no,no,Grassland,Pseudogley,Stagnosol,na
H20427,na,HAI,51.13,10.34,no,no,Grassland,nd,nd,nd
H20428,na,HAI,51.13,10.34,no,no,Grassland,nd,nd,nd
H20429,na,HAI,51.12,10.34,no,no,Grassland,nd,nd,nd
H20430,na,HAI,51.12,10.34,no,no,Grassland,nd,nd,nd
H20431,na,HAI,51.13,10.34,no,no,Grassland,nd,nd,nd
H20432,na,HAI,51.12,10.34,no,no,Grassland,nd,nd,nd
H20433,HEG38,HAI,51.12,10.34,no,no,Grassland,Braunerde,Cambisol,na
H20434,na,HAI,51.12,10.34,no,no,Grassland,nd,nd,nd
H20435,na,HAI,51.12,10.34,no,no,Grassland,nd,nd,nd
H20436,HEG39,HAI,51.12,10.35,no,no,Grassland,Braunerde,Cambisol,na
H20437,na,HAI,51.12,10.35,no,no,Grassland,nd,nd,nd
H20438,HEG24,HAI,51.1,10.35,no,no,Grassland,Pseudogley,Stagnosol,na
H205,na,HAI,51.12,10.37,no,no,Forest,nd,nd,nd
H20501,na,HAI,51.11,10.41,no,no,Grassland,nd,nd,nd
H20502,na,HAI,51.11,10.41,no,no,Grassland,nd,nd,nd
H20503,na,HAI,51.11,10.41,no,no,Grassland,nd,nd,nd
H20504,na,HAI,51.11,10.42,no,no,Grassland,nd,nd,nd
H20505,na,HAI,51.11,10.42,no,no,Grassland,nd,nd,nd
H20506,na,HAI,51.11,10.42,no,no,Grassland,nd,nd,nd
H20507,na,HAI,51.11,10.43,no,no,Grassland,nd,nd,nd
H20508,HEG33,HAI,51.11,10.43,no,yes,Grassland,Braunerde,Cambisol,na
H20510,HEG4,HAI,51.11,10.44,yes,yes,Grassland,Pseudogley,Stagnosol,na
H20511,na,HAI,51.11,10.44,no,no,Grassland,nd,nd,nd
H20512,na,HAI,51.11,10.44,no,no,Grassland,nd,nd,nd
H20513,na,HAI,51.11,10.44,no,no,Grassland,nd,nd,nd
H20514,na,HAI,51.12,10.43,no,no,Grassland,nd,nd,nd
H20515,na,HAI,51.12,10.43,no,no,Grassland,nd,nd,nd
H20516,na,HAI,51.12,10.44,no,no,Grassland,nd,nd,nd
H20517,na,HAI,51.13,10.45,no,no,Grassland,nd,nd,nd
H20518,na,HAI,51.13,10.45,no,no,Grassland,nd,nd,nd
H20519,na,HAI,51.13,10.45,no,no,Grassland,nd,nd,nd
H20322,na,HAI,51.14,10.6,no,no,Grassland,nd,nd,nd
H20323,na,HAI,51.19,10.6,no,no,Grassland,nd,nd,nd
H20324,na,HAI,51.15,10.61,no,no,Grassland,nd,nd,nd
H20325,na,HAI,51.15,10.61,no,no,Grassland,nd,nd,nd
H20326,na,HAI,51.18,10.61,no,no,Grassland,nd,nd,nd
H20327,na,HAI,51.15,10.62,no,no,Grassland,nd,nd,nd
H20328,na,HAI,51.15,10.62,no,no,Grassland,nd,nd,nd
H20329,na,HAI,51.15,10.62,no,no,Grassland,nd,nd,nd
H20330,na,HAI,51.15,10.62,no,no,Grassland,nd,nd,nd
H20331,na,HAI,51.15,10.62,no,no,Grassland,nd,nd,nd
H20332,na,HAI,51.15,10.62,no,no,Grassland,nd,nd,nd
H20333,na,HAI,51.18,10.62,no,no,Grassland,nd,nd,nd
H204,na,HAI,51.12,10.37,no,no,Forest,nd,nd,nd
H20401,na,HAI,51.12,10.32,no,no,Grassland,nd,nd,nd
H20402,na,HAI,51.12,10.32,no,no,Grassland,nd,nd,nd
H20403,na,HAI,51.12,10.32,no,no,Grassland,nd,nd,nd
H20404,na,HAI,51.12,10.32,no,no,Grassland,nd,nd,nd
H20405,na,HAI,51.09,10.33,no,no,Grassland,nd,nd,nd
H20406,na,HAI,51.12,10.32,no,no,Grassland,nd,nd,nd
H20407,na,HAI,51.12,10.32,no,no,Grassland,nd,nd,nd
H20408,na,HAI,51.12,10.32,no,no,Grassland,nd,nd,nd
H20409,na,HAI,51.12,10.32,no,no,Grassland,nd,nd,nd
H20410,na,HAI,51.1,10.33,no,no,Grassland,nd,nd,nd
H20411,na,HAI,51.12,10.33,no,no,Grassland,nd,nd,nd
